Num_Houses,Avg_Area,Status,Season,Peak_Load_kVA,Transformer_Size_kVA
58,336,Middle,Autumn,314.33,400
74,259,High,Winter,653.76,1000
33,387,Low,Winter,220.3,250
76,214,Middle,Summer,410.77,630
42,297,Low,Summer,243.29,400
30,177,Middle,Summer,196.11,250
93,299,Low,Winter,427.83,630
36,147,High,Summer,347.21,400
49,373,High,Summer,592.9,1000
97,236,Low,Autumn,272.94,400
21,353,Low,Spring,93.98,250
72,240,Middle,Summer,422.34,630
50,186,High,Winter,481.62,630
64,131,High,Summer,567.44,630
94,242,Low,Summer,364.8,630
57,362,Middle,Winter,410.79,630
59,137,Middle,Summer,315.81,400
65,305,Middle,Spring,294.51,400
92,121,Low,Autumn,177.33,250
31,232,Low,Autumn,93.44,250
84,124,High,Winter,683.22,1000
94,283,Middle,Winter,599.57,1000
52,232,Low,Winter,234.81,400
10,383,Low,Summer,67.21,100
12,172,Middle,Summer,74.24,100
75,226,Middle,Winter,422.26,630
85,321,High,Spring,592.9,1000
22,369,Middle,Autumn,129.69,250
88,379,High,Summer,800.9,1000
31,381,Low,Autumn,124.88,250
97,207,Middle,Summer,547.05,630
35,254,Middle,Autumn,173.93,250
69,180,High,Summer,638.86,1000
51,251,High,Summer,483.54,630
72,324,High,Winter,677.46,1000
20,271,Middle,Autumn,109.3,250
99,103,Middle,Spring,307.27,400
78,178,Middle,Spring,281.58,400
73,125,Middle,Spring,228.12,400
34,124,Middle,Winter,186.12,250
46,266,Middle,Spring,223.11,250
22,253,Middle,Summer,168.03,250
64,337,Middle,Spring,298.16,400
46,393,Middle,Summer,363.82,630
94,204,Low,Spring,215.5,250
55,273,High,Spring,398.88,630
33,316,Low,Summer,194.69,250
12,229,Middle,Summer,85.77,100
67,227,Middle,Summer,429.52,630
16,105,High,Spring,96.71,250
28,111,Low,Spring,68.05,100
53,236,Low,Winter,248.02,400
65,319,Low,Winter,338.15,400
82,144,Low,Spring,162.25,250
20,388,Low,Summer,122.35,250
59,334,Middle,Spring,276.79,400
32,121,Middle,Spring,123.41,250
37,326,High,Summer,375.11,630
89,217,Low,Spring,239.57,400
93,128,Low,Summer,273.99,400
52,310,Middle,Winter,357.86,400
53,252,Low,Summer,231.92,400
72,296,Middle,Autumn,301.55,400
16,246,High,Winter,177.99,250
12,239,Low,Winter,60.76,100
14,174,High,Winter,134.83,250
64,324,High,Summer,648.47,1000
87,228,High,Spring,551.73,630
87,229,Low,Autumn,212.5,250
37,364,High,Spring,264.29,400
25,382,Middle,Autumn,146.79,250
52,215,Middle,Summer,320.35,400
52,275,Low,Autumn,178.09,250
44,235,Middle,Autumn,201.92,250
62,132,Middle,Winter,308.58,400
17,162,Middle,Winter,111.03,250
20,367,Low,Summer,125.18,250
82,238,Middle,Winter,462.89,630
82,171,High,Spring,490.97,630
49,279,Middle,Spring,219.27,250
61,222,Middle,Summer,359.1,400
16,272,High,Summer,177.92,250
40,242,Middle,Winter,287.12,400
57,379,Middle,Winter,465.63,630
94,132,Middle,Winter,424.47,630
95,188,Low,Spring,221.9,250
37,194,Low,Winter,167.53,250
92,395,High,Autumn,624.16,1000
69,395,Middle,Winter,590.67,1000
53,156,Low,Winter,209.59,250
77,216,High,Summer,717.58,1000
14,284,Middle,Spring,78.69,100
55,351,High,Autumn,389.28,630
35,211,Low,Summer,164.64,250
35,315,Middle,Winter,273.57,400
86,347,Low,Spring,273.06,400
73,268,Middle,Spring,288.23,400
22,339,Low,Spring,96.33,250
17,175,Middle,Winter,122.36,250
70,379,High,Spring,470.35,630
83,399,Low,Winter,437.74,630
52,126,High,Autumn,309.02,400
60,139,Middle,Spring,234.39,400
57,177,Low,Spring,135.24,250
13,313,High,Autumn,96.73,250
90,137,Low,Winter,263.7,400
88,176,High,Spring,449.07,630
36,289,High,Summer,381.3,630
58,113,Middle,Summer,275.16,400
63,340,High,Summer,617.08,1000
40,290,Low,Spring,154.09,250
63,278,High,Winter,569.82,630
57,229,Middle,Summer,364.95,630
45,103,High,Spring,242.06,400
40,152,High,Autumn,235.93,400
57,116,Middle,Winter,303.36,400
19,396,Middle,Autumn,110.88,250
26,113,Low,Winter,89.92,100
87,363,Low,Summer,479.79,630
10,153,High,Summer,103.46,250
42,243,Middle,Summer,308.75,400
10,212,Low,Spring,31.75,50
68,280,High,Winter,637.22,1000
82,200,Low,Summer,304.48,400
68,340,High,Spring,493.48,630
33,306,Low,Spring,116.22,250
93,332,Low,Winter,468.89,630
90,219,Low,Winter,322.59,400
22,269,Middle,Spring,112.64,250
69,211,Middle,Spring,278.94,400
51,351,High,Autumn,340.93,400
43,132,Middle,Summer,224.64,250
63,200,Low,Autumn,176.14,250
100,195,High,Autumn,504.35,630
58,291,High,Autumn,387.64,630
44,386,Middle,Summer,389.85,630
58,178,High,Spring,357.3,400
74,392,High,Summer,861.85,1000
92,132,Low,Spring,176.44,250
86,182,Middle,Summer,424.8,630
63,263,Low,Winter,302.1,400
62,132,Low,Spring,141.7,250
50,269,Middle,Spring,235.8,400
73,363,Low,Autumn,290.47,400
78,204,Middle,Winter,413.56,630
86,221,High,Autumn,503.93,630
70,370,Low,Autumn,257.8,400
55,112,Middle,Winter,284.66,400
40,104,Middle,Winter,231.61,400
43,149,Low,Autumn,105.14,250
23,339,Low,Spring,97.86,250
19,315,Low,Winter,112.76,250
31,385,Middle,Winter,245.05,400
89,136,Low,Winter,266.39,400
28,273,High,Summer,313.92,400
32,288,Middle,Summer,257.88,400
32,330,Low,Winter,188.49,250
64,143,Low,Winter,211.02,250
78,293,Middle,Summer,513.09,630
65,297,Middle,Winter,441.97,630
74,206,Low,Summer,308.08,400
67,311,Middle,Winter,507.47,630
100,165,High,Spring,508.86,630
64,278,Middle,Winter,445.55,630
20,246,Middle,Winter,144.87,250
78,282,Middle,Winter,499.68,630
91,298,High,Winter,917.36,1000
68,122,Low,Autumn,147.9,250
61,331,Middle,Winter,416.8,630
96,340,Middle,Summer,699.47,1000
82,327,Middle,Summer,584.86,1000
70,215,Middle,Summer,430.51,630
62,196,Middle,Autumn,258.8,400
27,339,Low,Summer,156.85,250
45,299,Low,Winter,232.77,400
71,144,Middle,Summer,399.53,630
71,202,Low,Autumn,186.66,250
59,341,Low,Spring,212.25,250
33,125,Low,Winter,114.54,250
27,218,Middle,Autumn,130.51,250
59,294,High,Winter,593.62,1000
82,163,High,Summer,691.37,1000
48,170,Middle,Winter,262.58,400
98,256,Low,Winter,432.66,630
55,157,High,Winter,494.55,630
100,253,Low,Autumn,246.08,400
89,350,Low,Winter,425.91,630
54,128,Low,Winter,200.65,250
86,317,Middle,Winter,545.65,630
12,266,Middle,Winter,100.48,250
68,163,Middle,Autumn,238.76,400
65,338,High,Winter,731.9,1000
35,296,Middle,Spring,177.03,250
41,146,High,Summer,399.6,630
73,245,Middle,Spring,325.94,400
73,160,High,Summer,584.72,1000
62,176,Middle,Autumn,220.22,250
42,177,Low,Summer,171.89,250
39,301,High,Winter,453.99,630
71,163,Middle,Summer,369.58,630
57,135,Middle,Spring,227.38,400
27,174,Low,Autumn,72.11,100
49,216,Low,Autumn,137.98,250
18,249,High,Winter,188.13,250
25,389,High,Autumn,210.85,250
40,189,Low,Autumn,111.08,250
45,323,High,Autumn,325.43,400
64,188,Low,Autumn,157.56,250
83,283,High,Spring,481.01,630
37,232,High,Spring,238.28,400
87,298,Middle,Autumn,358.13,400
97,128,Low,Spring,200.14,250
24,303,High,Spring,168.16,250
62,397,High,Summer,670.1,1000
48,310,Low,Winter,236.11,400
51,245,Middle,Autumn,222.15,250
69,196,Low,Autumn,195.38,250
21,382,Middle,Summer,202.24,250
50,219,Middle,Autumn,211.61,250
72,230,Low,Autumn,191.97,250
95,375,High,Autumn,627.29,1000
63,215,Middle,Winter,423.59,630
28,196,Middle,Winter,192.21,250
34,220,High,Summer,333.48,400
66,320,High,Winter,660.3,1000
35,112,Low,Summer,123.39,250
53,108,High,Winter,475.77,630
82,378,Low,Autumn,312.89,400
37,177,Middle,Spring,150.35,250
28,382,Middle,Autumn,159.08,250
76,249,High,Spring,452.14,630
94,309,Middle,Winter,555.96,630
77,338,Middle,Autumn,388.41,630
88,297,Middle,Winter,598.05,1000
77,292,High,Summer,737.41,1000
22,222,High,Spring,165.89,250
82,201,Middle,Spring,303.46,400
76,154,Middle,Winter,431.69,630
48,185,High,Summer,467.74,630
94,217,Middle,Spring,372.69,630
33,175,Low,Summer,124.15,250
66,121,Low,Summer,213.48,250
46,260,High,Winter,513.9,630
94,187,High,Winter,765.49,1000
96,229,Middle,Autumn,361.29,400
60,367,Middle,Summer,498.0,630
59,228,Low,Spring,176.7,250
86,371,High,Winter,811.47,1000
59,207,Middle,Winter,364.02,630
18,177,Middle,Autumn,82.37,100
90,346,Low,Spring,318.97,400
29,189,Middle,Spring,133.17,250
26,175,High,Summer,235.08,400
70,345,Low,Spring,273.45,400
73,265,Low,Summer,323.87,400
33,187,High,Autumn,228.49,400
28,345,Middle,Summer,227.75,400
58,277,Low,Autumn,177.14,250
68,378,High,Autumn,494.53,630
87,328,Low,Spring,299.79,400
96,199,High,Autumn,498.98,630
42,156,High,Summer,409.54,630
19,319,High,Winter,211.86,250
17,293,Middle,Winter,143.72,250
67,142,Middle,Summer,327.42,400
45,145,Middle,Spring,190.03,250
35,188,Middle,Winter,247.37,400
73,143,Low,Autumn,177.26,250
67,293,High,Winter,690.73,1000
20,211,High,Spring,147.47,250
20,334,Low,Winter,119.84,250
75,163,Middle,Winter,422.34,630
87,400,Middle,Spring,407.1,630
34,343,Low,Spring,146.67,250
57,280,Middle,Winter,395.23,630
59,117,Middle,Autumn,205.85,250
66,284,Low,Spring,205.72,250
35,205,Low,Autumn,102.13,250
71,259,Middle,Winter,470.7,630
33,180,Middle,Summer,213.01,250
98,227,Middle,Autumn,402.86,630
57,276,Low,Spring,180.27,250
54,356,Middle,Autumn,258.84,400
83,336,High,Winter,787.9,1000
97,164,High,Winter,728.39,1000
35,156,Middle,Autumn,131.3,250
48,222,Low,Spring,155.41,250
75,299,High,Summer,786.34,1000
43,112,High,Spring,245.02,400
63,134,Middle,Winter,351.6,400
24,158,Low,Spring,58.38,100
27,191,Middle,Winter,181.4,250
88,243,Low,Autumn,254.64,400
59,117,High,Autumn,336.42,400
88,209,Middle,Summer,482.16,630
80,284,Middle,Summer,511.81,630
80,134,Low,Spring,180.35,250
92,221,Middle,Spring,362.24,400
12,154,Middle,Summer,74.75,100
60,372,Low,Winter,328.68,400
77,167,High,Summer,610.28,1000
93,214,Low,Summer,367.7,630
54,339,Low,Winter,290.93,400
77,175,Low,Winter,253.86,400
49,244,High,Autumn,340.41,400
91,310,Middle,Spring,391.83,630
22,114,Middle,Winter,130.57,250
14,193,Low,Autumn,40.05,50
21,383,Middle,Spring,114.15,250
17,335,Low,Spring,69.09,100
47,149,Middle,Winter,278.12,400
12,299,High,Summer,141.57,250
92,109,Middle,Autumn,280.21,400
37,228,Middle,Summer,262.33,400
51,294,Middle,Spring,265.92,400
78,150,High,Spring,456.46,630
55,151,Low,Autumn,119.91,250
73,231,High,Spring,476.65,630
47,184,Low,Summer,188.9,250
37,345,Low,Autumn,137.86,250
42,380,Middle,Spring,212.51,250
98,345,Low,Winter,477.89,630
100,281,Low,Autumn,315.13,400
66,238,High,Winter,559.72,630
81,204,Middle,Summer,425.9,630
69,178,Low,Autumn,189.2,250
87,343,High,Autumn,561.22,630
18,181,Low,Autumn,49.04,100
74,337,Low,Autumn,249.21,400
90,154,Middle,Spring,329.5,400
84,205,Middle,Summer,482.74,630
78,312,Low,Winter,360.61,400
98,227,High,Winter,867.79,1000
37,297,High,Winter,385.6,630
40,100,Middle,Summer,222.79,250
88,138,High,Autumn,491.43,630
19,262,Middle,Autumn,101.17,250
74,287,Low,Summer,352.15,400
56,208,Middle,Spring,253.01,400
22,400,Middle,Winter,200.65,250
47,397,High,Summer,534.86,630
94,144,Middle,Spring,342.5,400
37,105,Middle,Autumn,138.08,250
81,219,Low,Winter,327.16,400
22,338,Middle,Autumn,115.78,250
42,198,Middle,Summer,286.12,400
29,355,Low,Autumn,127.12,250
48,231,Low,Spring,138.24,250
85,239,Middle,Summer,533.34,630
17,106,Low,Summer,60.36,100
79,254,High,Summer,706.55,1000
34,161,Low,Winter,141.64,250
14,301,High,Autumn,117.43,250
67,217,Middle,Summer,381.43,630
47,178,Middle,Autumn,203.33,250
31,347,Middle,Spring,167.05,250
23,376,Low,Spring,100.32,250
91,232,Middle,Spring,381.28,630
13,128,Low,Spring,33.07,50
79,211,Middle,Winter,430.86,630
42,122,High,Spring,259.49,400
19,278,Middle,Summer,151.74,250
91,136,High,Winter,755.36,1000
78,342,Middle,Spring,399.84,630
94,100,Low,Spring,188.37,250
70,115,Middle,Winter,352.09,400
99,207,Low,Spring,241.14,400
82,256,Low,Winter,369.48,630
39,276,Middle,Summer,273.35,400
58,209,Low,Summer,244.4,400
71,224,Low,Summer,300.35,400
72,339,Middle,Autumn,321.48,400
25,106,Low,Winter,79.71,100
69,190,Low,Winter,279.7,400
85,115,High,Autumn,402.46,630
67,376,High,Summer,664.61,1000
16,343,Low,Summer,108.75,250
81,190,Low,Winter,306.91,400
27,368,High,Summer,310.69,400
81,118,Middle,Winter,362.57,400
14,323,High,Summer,164.85,250
57,245,Low,Autumn,169.82,250
61,170,High,Spring,326.68,400
17,132,Middle,Summer,112.18,250
91,250,High,Autumn,537.26,630
44,228,Middle,Autumn,206.75,250
16,340,Low,Winter,93.06,250
78,342,Low,Winter,422.9,630
56,384,Low,Winter,309.67,400
56,275,Low,Autumn,176.26,250
58,132,High,Spring,302.66,400
12,161,High,Spring,73.6,100
93,268,Middle,Winter,517.26,630
36,209,Low,Autumn,110.86,250
40,277,Low,Spring,128.93,250
15,287,Low,Winter,92.52,250
34,158,Low,Winter,132.01,250
44,297,High,Summer,424.72,630
88,168,Middle,Winter,492.01,630
87,296,Low,Summer,393.46,630
34,244,High,Autumn,233.98,400
96,183,Middle,Autumn,312.11,400
78,219,Middle,Winter,439.14,630
38,196,Middle,Summer,228.65,400
54,386,High,Spring,441.57,630
64,215,Middle,Summer,372.17,630
84,128,Low,Spring,160.67,250
12,287,High,Summer,150.66,250
24,140,High,Autumn,144.56,250
20,158,High,Autumn,143.44,250
77,183,Middle,Summer,442.31,630
48,307,High,Spring,352.68,400
100,393,Low,Summer,521.68,630
87,263,Low,Spring,247.25,400
65,181,Low,Spring,155.48,250
13,367,High,Summer,175.71,250
58,323,High,Summer,579.17,1000
50,276,Middle,Autumn,256.21,400
33,272,Low,Summer,182.68,250
100,322,Low,Spring,285.38,400
84,261,Low,Spring,264.89,400
57,362,Middle,Spring,296.99,400
86,151,High,Winter,713.44,1000
91,325,Middle,Spring,412.23,630
96,206,High,Spring,485.34,630
12,154,High,Winter,123.46,250
58,265,High,Spring,388.26,630
31,387,Low,Summer,192.59,250
95,313,High,Winter,840.54,1000
76,190,Low,Spring,205.12,250
58,235,Middle,Autumn,259.51,400
80,166,Middle,Autumn,298.94,400
39,390,Middle,Spring,242.74,400
96,399,Middle,Spring,483.42,630
51,166,High,Spring,319.68,400
52,271,High,Spring,382.01,630
77,333,Low,Spring,247.57,400
13,126,Low,Autumn,31.55,50
27,165,Low,Summer,103.27,250
42,128,Low,Summer,134.33,250
68,101,High,Summer,519.93,630
69,119,High,Summer,536.07,630
37,156,Low,Winter,144.77,250
76,101,Middle,Spring,268.85,400
19,220,Middle,Spring,85.17,100
80,311,Middle,Winter,571.61,630
30,157,Low,Spring,72.56,100
59,148,High,Autumn,374.52,630
18,105,Middle,Spring,70.53,100
76,219,Middle,Winter,490.6,630
86,235,Middle,Autumn,368.19,630
43,135,Middle,Winter,267.08,400
46,181,Low,Spring,130.22,250
40,273,High,Winter,389.46,630
84,143,Middle,Autumn,286.68,400
79,166,High,Winter,697.69,1000
54,170,High,Winter,506.94,630
31,394,Low,Winter,221.25,250
89,347,Middle,Autumn,441.94,630
40,117,High,Spring,230.11,400
54,155,Middle,Spring,206.32,250
14,111,Low,Spring,34.58,50
95,213,Low,Autumn,247.84,400
11,196,Middle,Autumn,53.68,100
96,184,Low,Autumn,203.99,250
80,209,Low,Spring,201.98,250
90,359,Low,Winter,480.03,630
46,224,Middle,Autumn,208.22,250
39,286,High,Winter,456.21,630
63,190,Low,Winter,240.45,400
39,166,Middle,Winter,253.1,400
95,381,Middle,Summer,625.87,1000
96,104,High,Winter,713.79,1000
79,210,Middle,Autumn,325.6,400
93,273,Low,Summer,365.65,630
89,256,Low,Autumn,236.41,400
21,287,Middle,Spring,112.82,250
14,191,Middle,Spring,68.46,100
88,247,High,Winter,736.3,1000
59,172,Low,Summer,224.23,250
41,188,Low,Spring,125.46,250
20,173,High,Winter,198.85,250
10,241,Middle,Spring,53.42,100
79,281,High,Autumn,476.17,630
57,181,Middle,Winter,358.19,400
59,214,High,Autumn,338.91,400
11,348,High,Summer,145.46,250
22,225,Low,Spring,68.06,100
81,292,High,Spring,559.74,630
95,391,Low,Spring,311.52,400
14,398,Middle,Summer,121.68,250
63,250,Middle,Summer,417.99,630
47,330,Low,Autumn,175.16,250
22,232,Low,Summer,102.1,250
56,395,Middle,Winter,421.59,630
66,225,Low,Spring,191.45,250
13,241,High,Winter,134.67,250
93,360,Low,Autumn,300.86,400
45,122,High,Spring,243.39,400
92,126,Low,Autumn,173.93,250
76,142,High,Spring,451.15,630
42,197,Low,Summer,179.21,250
24,217,Low,Winter,117.34,250
75,273,Middle,Spring,308.19,400
59,120,Middle,Winter,328.05,400
67,176,Low,Spring,177.71,250
15,132,High,Winter,149.61,250
45,184,Low,Spring,130.28,250
31,346,High,Spring,246.59,400
20,368,Middle,Winter,166.05,250
26,380,Low,Summer,165.27,250
62,365,Middle,Winter,508.87,630
64,331,Middle,Summer,454.32,630
34,103,High,Summer,296.87,400
50,336,Middle,Spring,277.66,400
92,246,Middle,Winter,512.65,630
91,181,High,Autumn,458.61,630
28,341,Middle,Summer,253.37,400
30,110,High,Spring,168.38,250
100,269,Middle,Spring,383.97,630
80,296,Middle,Summer,547.75,630
12,286,High,Winter,129.07,250
85,225,High,Spring,528.5,630
76,293,Low,Autumn,234.25,400
90,239,High,Winter,708.54,1000
23,191,High,Winter,230.08,400
86,298,High,Winter,791.64,1000
72,213,High,Summer,676.5,1000
36,181,High,Summer,321.02,400
54,359,High,Spring,393.33,630
31,188,Low,Winter,125.77,250
99,136,Low,Summer,298.96,400
62,161,High,Autumn,327.57,400
25,196,Middle,Summer,162.63,250
38,180,Middle,Spring,153.02,250
72,269,High,Summer,683.45,1000
84,130,Low,Autumn,158.68,250
18,150,Low,Autumn,52.5,100
98,237,Low,Spring,271.99,400
88,304,Low,Spring,285.91,400
92,336,Low,Summer,467.36,630
87,188,Low,Winter,325.15,400
17,254,Middle,Spring,79.46,100
90,294,Low,Spring,293.33,400
37,242,High,Spring,272.97,400
35,140,High,Winter,344.78,400
87,155,Low,Autumn,175.57,250
100,117,Low,Summer,310.5,400
33,327,Middle,Winter,274.75,400
14,245,High,Autumn,104.5,250
24,221,Low,Autumn,77.23,100
76,249,High,Winter,659.95,1000
62,241,Middle,Autumn,245.6,400
12,332,Middle,Summer,99.24,250
70,109,Low,Winter,217.83,250
11,158,Low,Summer,47.47,100
80,189,Middle,Autumn,325.62,400
75,136,Low,Spring,155.74,250
97,328,High,Summer,933.07,1000
13,340,Middle,Summer,113.16,250
28,203,Middle,Spring,116.75,250
37,261,Middle,Winter,264.75,400
53,127,Low,Spring,121.96,250
28,290,Low,Summer,160.45,250
34,180,Low,Winter,141.57,250
23,114,Low,Summer,73.67,100
41,397,High,Summer,500.52,630
11,399,Middle,Winter,95.89,250
80,267,Low,Summer,365.21,630
75,306,High,Spring,463.91,630
63,261,Low,Autumn,212.07,250
100,200,Middle,Winter,574.94,1000
97,123,High,Summer,791.91,1000
26,267,Middle,Autumn,123.6,250
32,222,Low,Spring,91.61,250
48,345,High,Spring,356.3,400
34,229,Low,Winter,158.49,250
23,182,High,Winter,218.47,250
61,159,High,Autumn,338.55,400
83,111,Middle,Winter,413.74,630
36,233,High,Autumn,248.09,400
90,119,Middle,Autumn,292.12,400
94,194,High,Spring,557.64,630
25,251,Middle,Summer,184.51,250
13,131,Low,Winter,53.9,100
84,378,High,Spring,523.41,630
97,211,Middle,Autumn,387.72,630
77,339,Middle,Summer,555.23,630
11,175,Low,Autumn,34.46,50
17,361,Low,Spring,74.07,100
85,386,Low,Spring,338.63,400
50,304,High,Winter,485.59,630
82,295,Low,Autumn,240.58,400
35,208,High,Winter,348.83,400
35,173,Low,Summer,157.09,250
56,122,Low,Summer,172.09,250
65,280,Middle,Summer,467.01,630
80,138,Middle,Summer,373.24,630
38,270,Middle,Autumn,183.48,250
77,164,Low,Spring,179.52,250
38,395,High,Autumn,318.31,400
18,238,Middle,Autumn,79.85,100
84,258,Low,Autumn,250.01,400
64,268,High,Summer,591.0,1000
22,153,Low,Spring,59.49,100
30,181,Middle,Summer,196.73,250
100,364,Low,Winter,491.22,630
22,361,High,Summer,248.89,400
24,108,Low,Autumn,56.16,100
88,211,Low,Summer,309.91,400
65,169,Low,Spring,150.5,250
18,315,Low,Summer,105.93,250
95,249,High,Winter,744.11,1000
69,115,High,Spring,339.46,400
68,312,Low,Spring,246.45,400
95,350,High,Winter,987.1,1000
81,212,High,Summer,675.71,1000
41,387,High,Summer,492.74,630
40,305,Low,Autumn,142.25,250
95,207,High,Spring,494.53,630
84,343,Middle,Spring,382.02,630
73,259,Middle,Summer,460.76,630
91,374,Middle,Winter,640.18,1000
14,385,High,Autumn,105.64,250
97,388,Low,Spring,354.19,400
33,169,Low,Autumn,87.36,100
31,357,Low,Winter,185.8,250
82,326,Low,Winter,437.85,630
98,187,Middle,Winter,546.98,630
94,188,Middle,Winter,496.01,630
14,225,High,Winter,160.41,250
66,256,Middle,Autumn,278.04,400
79,243,High,Winter,708.02,1000
11,294,Low,Summer,58.93,100
50,254,Middle,Spring,210.57,250
83,393,Low,Spring,308.47,400
19,376,High,Summer,250.01,400
66,298,Low,Autumn,204.77,250
93,147,Middle,Winter,510.51,630
82,130,Low,Summer,272.53,400
100,269,High,Spring,613.75,1000
41,396,Low,Spring,188.88,250
39,224,High,Autumn,258.94,400
42,387,Low,Autumn,172.62,250
37,223,Middle,Winter,266.89,400
85,218,Low,Winter,322.47,400
47,134,High,Winter,387.29,630
96,164,Middle,Winter,519.55,630
69,163,Middle,Autumn,248.26,400
93,183,Middle,Winter,507.41,630
91,174,Low,Spring,218.92,250
60,172,Low,Spring,165.25,250
94,288,Middle,Autumn,398.47,630
50,381,Low,Summer,294.4,400
22,319,Middle,Autumn,111.89,250
98,339,Low,Spring,317.4,400
40,121,High,Autumn,227.25,250
56,150,Low,Autumn,122.56,250
43,383,Low,Winter,283.45,400
89,256,Middle,Spring,386.31,630
78,263,Middle,Autumn,354.44,400
77,399,Low,Autumn,306.34,400
67,143,Middle,Autumn,249.07,400
43,241,Middle,Spring,181.75,250
100,215,Middle,Winter,542.95,630
59,274,Middle,Summer,435.54,630
11,329,Middle,Summer,102.94,250
55,109,High,Summer,428.02,630
21,234,Low,Summer,110.58,250
47,377,High,Summer,499.89,630
76,176,High,Autumn,462.59,630
87,315,High,Winter,890.71,1000
82,151,High,Winter,679.34,1000
31,312,Low,Autumn,116.59,250
60,235,High,Spring,412.48,630
61,278,Middle,Autumn,282.62,400
26,223,High,Autumn,179.31,250
42,208,Middle,Summer,292.58,400
57,340,Low,Spring,193.03,250
40,376,Low,Summer,266.81,400
10,393,Low,Autumn,42.65,50
70,359,High,Winter,755.88,1000
25,129,Low,Spring,58.26,100
77,331,Middle,Autumn,347.51,400
100,335,High,Autumn,583.55,1000
83,216,Middle,Summer,465.35,630
19,117,High,Spring,118.26,250
72,121,High,Spring,357.12,400
81,164,Low,Autumn,169.71,250
64,241,Middle,Summer,401.03,630
63,302,High,Winter,594.58,1000
45,321,High,Autumn,328.24,400
96,374,High,Autumn,605.69,1000
71,163,Middle,Summer,402.48,630
83,172,Low,Spring,176.36,250
24,313,High,Spring,192.0,250
91,132,Low,Summer,278.23,400
66,313,Low,Spring,221.62,250
68,344,High,Autumn,435.91,630
82,313,Middle,Autumn,359.94,400
12,324,High,Spring,99.89,250
36,341,High,Winter,413.45,630
66,192,Middle,Summer,389.79,630
12,321,Middle,Summer,92.47,250
13,121,Middle,Spring,51.17,100
96,111,Low,Summer,279.54,400
86,131,High,Autumn,410.24,630
57,225,Low,Summer,248.36,400
55,174,Low,Autumn,152.32,250
40,309,High,Spring,293.26,400
37,101,High,Winter,350.09,400
12,282,Middle,Winter,88.0,100
62,105,Middle,Autumn,206.98,250
28,313,High,Summer,335.44,400
21,392,Middle,Spring,118.24,250
23,307,Middle,Spring,124.64,250
100,106,Low,Winter,248.09,400
18,235,High,Autumn,141.22,250
41,386,High,Spring,332.62,400
36,326,Low,Autumn,134.74,250
50,361,Low,Autumn,215.23,250
19,180,High,Summer,175.01,250
25,245,Middle,Summer,174.56,250
91,378,Low,Winter,512.04,630
54,308,High,Spring,359.25,400
74,310,Low,Autumn,259.22,400
61,208,Low,Autumn,168.53,250
74,398,High,Winter,778.7,1000
19,156,High,Spring,112.98,250
26,360,Low,Autumn,105.53,250
81,179,High,Summer,629.72,1000
66,346,High,Spring,427.46,630
70,133,High,Spring,395.44,630
92,378,Middle,Summer,724.91,1000
51,148,Low,Winter,189.18,250
58,275,High,Spring,412.22,630
99,308,Middle,Autumn,388.39,630
30,165,High,Autumn,175.46,250
27,257,Low,Autumn,82.99,100
20,268,Middle,Spring,100.63,250
59,396,High,Summer,666.27,1000
45,172,Low,Autumn,112.44,250
98,378,Middle,Summer,668.97,1000
78,351,Low,Autumn,272.16,400
49,214,High,Spring,319.64,400
35,144,Middle,Autumn,150.41,250
19,170,Middle,Winter,125.7,250
70,128,Middle,Autumn,222.61,250
80,309,Middle,Winter,551.78,630
91,124,Middle,Autumn,270.88,400
29,150,Low,Spring,81.88,100
45,162,Middle,Autumn,171.38,250
23,248,Middle,Summer,161.68,250
65,320,High,Summer,625.04,1000
34,320,Low,Spring,140.63,250
63,163,High,Autumn,345.74,400
50,264,Middle,Spring,233.03,400
15,250,High,Spring,105.69,250
32,343,Low,Winter,199.81,250
47,242,High,Autumn,297.19,400
99,172,Low,Summer,358.98,400
40,389,Low,Summer,279.39,400
77,320,Low,Winter,366.39,630
25,261,Low,Spring,85.02,100
36,389,Low,Spring,157.23,250
79,383,High,Summer,805.46,1000
81,108,Low,Summer,261.31,400
34,106,Middle,Autumn,115.04,250
36,240,High,Spring,225.14,250
16,138,High,Summer,164.52,250
49,131,Middle,Winter,289.98,400
80,198,High,Autumn,479.74,630
51,132,Low,Autumn,107.96,250
28,110,Middle,Summer,159.85,250
20,154,Middle,Autumn,89.98,100
35,162,High,Summer,339.18,400
22,271,High,Winter,251.05,400
48,323,Middle,Spring,240.63,400
90,196,Middle,Winter,475.37,630
15,110,High,Summer,127.23,250
49,370,High,Autumn,391.96,630
88,336,High,Summer,892.3,1000
53,317,Middle,Autumn,274.07,400
29,339,Middle,Spring,159.71,250
78,292,High,Summer,791.94,1000
67,121,Middle,Winter,342.75,400
39,347,Middle,Summer,319.75,400
80,190,High,Autumn,428.11,630
24,250,Low,Autumn,77.26,100
52,158,High,Spring,281.98,400
99,106,Middle,Autumn,278.53,400
65,308,High,Winter,617.01,1000
60,196,Low,Autumn,168.4,250
93,216,High,Spring,482.27,630
57,336,Low,Autumn,223.44,250
26,243,High,Autumn,188.29,250
50,313,Middle,Winter,353.01,400
85,138,Low,Summer,280.69,400
74,327,High,Summer,816.16,1000
93,272,High,Summer,782.75,1000
58,280,Middle,Spring,242.96,400
84,188,Low,Winter,322.85,400
